waterfront	滨水地区
breakneck	非常危险
wdm	Wavelength
wdm	Division
wdm	Multiplexing
wdm	波分复用
wdm	Windows
wdm	Driver
wdm	Model
wdm	Windows驱动程序模型
latitudinarian	9lAtItjU:dI`IEn/
latitudinarian	自由不同意见的
latitudinarian	自由不同意见
latitudinarian	不拘闹饕
goblinize	变成恶鬼或小妖怪
automat	自动售货机
automat	用自动售货机供应食品的餐馆
paxwax	项部韧带
soddy	草皮的
soddy	草皮
racy	保持原味的
racy	保持原味
racy	活泼的
racy	活泼
racy	适于赛跑的
racy	适于赛跑
racy	猥亵的
racy	猥亵
ceskoslovensko	=Czechoslovakia
pneumatotherapy	空气疗法
langbeinite	无水钾镁矾
lamarckism	拉马克学说
girdler	做腰带的人
nitrate	硝酸盐
nitrate	硝酸钾
cheth	=heth
consume	消耗
consume	消费
consume	消灭
consume	大吃大喝
consume	吸引
consume	消灭
consume	毁灭
denotatum	所指对象
ruthfully	充满感伤地
ruthfully	充满感伤
ruthfully	引起怜悯地
ruthfully	引起怜悯
unstrap	解开皮带
animation	活泼
animation	有生气
animation	动画
tortellini	饺子
serotonin	含于血液中的复合胺
shammash	=shamas
wagoner	车夫
wagoner	御夫座
ironwood	硬木
rotate	旋转
rotate	/
rotate	旋转/翻转
unmeddled	未受干涉的
unmeddled	未受干涉
unmeddled	未被弄乱的
unmeddled	未被弄乱
abolitionism	废除主义
abolitionism	废奴主义
nbf	NetBEUI
nbf	Frame
nbf	NetBEUI帧
zoolith	=zoolite
cully	容易受骗的人
cully	被人愚弄的人
cully	伙伴儿
alexipharmic	解毒的
alexipharmic	解毒
alexipharmic	解毒药
lila	莱拉
gorilloid	似大猩猩的
gorilloid	似大猩猩
townscape	城镇的风景
townscape	城镇风光
fishily	无表情地
fishily	无表情
fishily	多鱼地
fishily	多鱼
impossibility	不可能之事
impossibility	不可能
ripen	使成熟
ripen	成熟
brightwork	擦得发亮的金属部分
gobo	遮光黑布
gobo	杂音过滤布
undeliverable	无法投递的
undeliverable	无法投递
undeliverable	无法送达的
undeliverable	无法送达
maudlin	感情脆弱的
maudlin	感情脆弱
maudlin	脆弱的感情
camarilla	n
camarilla	秘密顾问团
camarilla	奸党
lt	Low
lt	Tension
lt	低压的
lt	低压
okefenokee	Swamp奥克弗诺基沼泽
meteorous	=meteoric
allochromatic	无色但含有色杂质之矿物的
allochromatic	无色但含有色杂质之矿物
monotone	单调的
monotone	单调
monotone	单调
keyer	电键器
keyer	调制器
sofa	沙发
eellike	似鳗的
eellike	似鳗
eellike	行动似鳗的
eellike	行动似鳗
jig	快步舞
jig	快步舞曲
jig	带锤子的钓钩
jig	夹具
jig	乱跳
jig	加工用钩钓鱼
jig	选筛
hymnographer	赞美诗作者
tarentism	=tarantism
anemosis	树木年轮分离的状态
androsterone	男性荷尔蒙的一种
androsterone	雄甾酮
machicolation	堞口
machicolation	突出的堞眼
changsha	长沙
deportation	移送
deportation	充军
deportation	放逐
habitan	法裔农民
overdrank	overdrink的过去式
rocaille	花园石贝装饰物
rocaille	状似贝壳的装饰
chainage	以测链量得的距离
psychopathic	精神病的
psychopathic	精神病
psychopathic	精神错乱的
psychopathic	精神错乱
psychopathic	要发疯似的
psychopathic	要发疯似
psychopathic	精神变态者
unman	使失去男子气质
unman	阉割
unman	使怯懦
unman	使气馁
negritic	矮小黑人的
negritic	矮小黑人
bloodshedding	=bloodshed
sawlog	锯材原木
gerona	赫罗纳
perfume	香味
perfume	芳香
perfume	香水
perfume	使发香
perfume	洒香水于
perfume	发香味
spoliatory	抢劫的
spoliatory	抢劫
spoliatory	掠夺的
spoliatory	掠夺
conferrable	能授与的
conferrable	能授与
misdid	misdo的过去式
sumpitan	毒矢吹管
glug	发汩汩声
glug	大口喝
anal	肛门的
anal	肛门
anal	近肛门的
anal	近肛门
procuratory	委任
gentisin	龙胆根素
lactoprene	聚酯橡胶
lactoprene	乳胶
anniversary	周年纪念
gawker	拉长脖子傻看的人
discontentment	不满
discontentment	不平
najin	罗津
perseid	英仙
perseid	流星
perseid	八月流星
massicot	铅黄
massicot	黄丹
massicot	天然一氧化铅
goonie	=gooney
goonie	bird
passport	护照
moeurs	习俗
moeurs	习惯
moeurs	品行
chapelgoer	非国教徒
bactericidal	杀菌的
bactericidal	杀菌
clamworm	沙蚕
lasing	发射激光
assoluta	高于歌剧首席女歌星的
assoluta	高于歌剧首席女歌星
assoluta	高于芭蕾首席女舞星的
assoluta	高于芭蕾首席女舞星
assoluta	绝对的
assoluta	绝对
assoluta	单独的
assoluta	单独
epigenesis	后成
epigenesis	渐成说
epigenesis	外成外力变质
skyless	云遮雾障不见天日的
skyless	云遮雾障不见天日
skyless	多云的
skyless	多云
glower	怒目而视
stripline	带状线
hypsicephalic	尖头畸形的
hypsicephalic	尖头畸形
fratchy	争论的
fratchy	争论
fratchy	吵架的
fratchy	吵架
straphang	拉住吊环而立
straphang	上班去或上课去
interpretation	解释
interpretation	阐明
interpretation	口译
interpretation	通译
userinfo	用户信息
lechery	好色
lechery	淫荡
lechery	纵欲
treelined	沿途有树的
treelined	沿途有树
careful	小心的
careful	小心
careful	仔细的
careful	仔细
glochidia	glochidium的复数
waterworn	被水冲蚀的
waterworn	被水冲蚀
precept	规则
cautiously	慎重地
cautiously	慎重
riot	暴乱
riot	骚动
riot	蔓延
riot	放荡
riot	暴动
riot	骚乱
riot	放纵
riot	挥霍
riot	参加骚动
aluminosilicate	铝矽酸盐
bonami	好朋友
bonami	情郎
panleucopenia	猫传染性粒细胞缺乏症
panleucopenia	猫肠炎
panleucopenia	猫瘟
satyromaniac	男性色情狂者
spintherism	闪光幻觉
hunky	匈牙利人
soutache	饰带
detension	轻松
detension	松驰
abroad	往国外
abroad	到处
abroad	海外
abroad	广泛
abroad	差得远
abroad	心里没有谱
wilful	任性的
wilful	任性
humpback	驼背
tarmacadam	柏油路材料
tarmacadam	由其铺成之道路
azalea	杜鹃花
dittograph	重复的词
dittograph	重书写
dittograph	重书写
alkalinize	成碱性
isotron	同位素分析器
synthesise	=synthesize
smegma	阴垢
smegma	包皮垢
vociferance	大声叫喊
vociferance	喧嚷
scrivener	公证人
scrivener	代笔人
lally	拉莱柱
joel	约耳书
backswordman	使用单刃刀者
nogaku	=No
enzyme	酶
corruptibly	易腐败地
corruptibly	易腐败
corruptibly	可被收买地
corruptibly	可被收买
pantaloon	傻老头
pantaloon	裤子
pantaloon	Pantaloon
pantaloon	傻老头
abalone	鲍鱼
undress	使脱衣服
undress	暴露
undress	使卸去装饰
undress	脱衣服
undress	便服
undress	晨衣
andron	古希腊男子专用房间
andron	古罗马两圆柱中走道
custody	保官
nevada	内华达州
komiteh	伊朗革命委员会
dried	dry
hiker	徒步旅行者
tournure	腰垫
tournure	姿态
biserial	双列的
biserial	双列
biserial	与双列有关的
biserial	与双列有关
gingkgo	银杏
norwalk	agent诺沃克因子
denbighshire	登比郡
ricard	茴香调味开胃酒
fogbound	因浓雾而进退不得的
fogbound	因浓雾而进退不
fogbound	为浓雾所围困的
fogbound	为浓雾所围困
tolerant	容忍的
tolerant	容忍
tolerant	宽恕的
tolerant	宽恕
tolerant	有耐药力的
tolerant	有耐药力
highroad	公路
highroad	大道
quoin	外角
quoin	榫子
quoin	突角
quoin	隅石
quoin	夹紧
unboundedly	无限制地
unboundedly	无限制
unboundedly	无边际地
unboundedly	无边际
palship	好友关系
palship	伙伴关系
palship	友谊
nundinal	市集的
nundinal	市集
nundinal	古罗马市集日的
nundinal	古罗马市集日
baitandswitch	"上钩调包"诱售法的
baitandswitch	"上钩调包"诱售法
typhlitis	盲肠炎
lyricize	写抒情诗
lyricize	用抒情手法书写
hapchance	偶然事件
widower	鳏夫
eustace	尤斯塔斯
sapan	=sappanwood
kcb	Knight
kcb	Commander
kcb	高级巴思勋爵士
luton	卢顿
dialogist	问答者
dialogist	对话体的作者
dialogist	对话者
sav	=saveloy
rhabdome	=rhabdom
trichopteran	有毛翅的
trichopteran	有毛翅
trichopteran	毛翅目的
trichopteran	毛翅目
genette	=genet
attired	用鹿角装饰的
attired	用鹿角装饰
wheelbase	前后轮之车轮轴距离
wheelbase	轴距
bovril	肉汁
bovril	Bovril保卫尔牛肉汁
aerometer	量气计
aerometer	气体计
deliberatively	慎重审议地
deliberatively	慎重审议
spellbound	被咒语所镇住的
spellbound	被咒语所镇住
spellbound	着迷的
spellbound	着迷
spellbound	出神的
spellbound	出神
undercapitalize	投资不足
lipbrush	唇膏刷
collegiality	共同掌权
septicaemic	败血病的
septicaemic	败血病
lavabed	熔岩层
bibliotheca	藏书
bibliotheca	图书馆
bibliotheca	书目
addlepate	傻瓜
cribbage	纸牌玩法之一
lordship	贵族身份
lordship	统治
lordship	支配
rotl	罗特尔
boulangerie	=bakery
audiology	听力学
shearbill	剪嘴鸥
octachord	八的合音
octachord	八弦琴
octachord	八度音阶
pinnatiped	蹼足的
pinnatiped	蹼足
kouros	青年雕像
hoveler	无执照领港员
hoveler	无执照难船救助员
heretofore	直到此时
heretofore	迄今
heretofore	此时以前
uxoriously	疼爱妻子地
uxoriously	疼爱妻子
uxoriously	顺从妻子地
uxoriously	顺从妻子
adenohypophysis	腺
scrummage	并列争球
scrummage	排成争球队形
scrummage	参与争球
rare	稀罕的
rare	稀罕
rare	杰出的
rare	杰出
rare	珍贵的
rare	珍贵
rare	半熟的
rare	半熟
rare	非常
radioprotector	辐射防护药物
tickicide	杀蜱药
toxigenesis	毒素产生
afl	American
afl	Federation
afl	of
afl	Labor
afl	美国劳工联合会
baldness	光秃
baldness	枯燥
baldness	率直
quag	沼地
quag	沼
quag	泥沼
peace	和平
peace	和睦
peace	安宁
peace	静寂
peace	安静下来
praties	马铃薯
praties	洋山芋
adipokinetic	hormone脂肪动员激素
buckingham	=Buckinghamshire
calypsonian	唱calypso歌曲者
takahe	=notornis
correlate	使相互关联
correlate	和……相关
pyrolatry	拜火教
drinkable	可饮用的
drinkable	可饮用
wistfully	渴望地
wistfully	渴望
wistfully	希望地
wistfully	希望
quindecemvir	十五人团体中的一人
foin	刺穿
oman	阿曼
tonsillectome	扁桃体切除器
primiparous	初产的
primiparous	初产
primiparous	初次分娩的
primiparous	初次分娩
exultantly	狂欢地
exultantly	狂欢
exultantly	欢欣鼓舞地
exultantly	欢欣鼓舞
orthopterology	直翅目昆虫学
orthopterology	直翅目昆虫论文
microporous	多微孔的
microporous	多微孔
insanitation	卫生设施的缺乏
braunschweig	=Brunswick
hague	海牙
peristome	口缘
peristome	开口部
dissertation	论文
dissertation	专题
dissertation	论述
dissertation	学术演讲
nocturnality	夜间活动
nocturnality	夜间活动的习惯
axilla	咯肢窝
axilla	腋窝
matroclinous	=matriclinous
darwinism	达尔文学说
darwinism	进化论
nte	National
nte	Teacher
nte	Examination
nte	全国教师考试
stairhead	楼梯顶
misleading	易误解的
misleading	易误解
misleading	令人误解的
misleading	令人误解
bfa	Bachelor
bfa	of
bfa	Fine
bfa	Arts
bfa	美术学士
unrent	未撕裂的
unrent	未撕裂
unrent	不受侵扰的
unrent	不受侵扰
bayern	拜恩州(即巴伐利亚州
extrados	拱背
nasofrontal	鼻额的
nasofrontal	鼻额
nasofrontal	鼻额骨的
nasofrontal	鼻额骨
lassen	Mount=Lassen
lassen	Peak
tajiki	塔吉克语
barolo	巴罗洛葡萄酒
deuterium	氘
astounding	令人惊骇的
astounding	令人惊骇
pashalik	pasha的领地
pashalik	pasha的领
speedily	赶紧
speedily	快快地
speedily	快快
damaged	被损坏的
damaged	被损坏
humanness	为人
humanness	人性
humanness	为人的资格
typothetae	印刷业同业协会
typothetae	印刷工
haphazardry	偶然性
haphazardry	随意性
irrigation	灌溉
irrigation	冲洗
tapeta	tapetum
tapeta	的复数
stub	树桩
stub	残余
stub	断株
stub	烟蒂
stub	用突了的笔
stub	存根
stub	短而秃的
stub	短而秃
stub	挖除断株
stub	连根拔除
stub	踩熄
stub	短而秃的
stub	短而秃
chromomere	染色粒
chromomere	染色体小粒
decasualise	=decasualize
lipography	字母的脱漏
acridity	辛辣
acridity	狠毒
vacillation	摇摆游移不定
vacillation	踌躇
vacillation	不果断
cornish	康沃尔郡的
cornish	康沃尔郡
cornish	康沃尔人的
cornish	康沃尔人
polyhistor	博学的人
sedimentology	沉积学
stentorian	声音洪亮的
stentorian	声音洪亮
contemplate	凝视
contemplate	沉思
contemplate	预期
contemplate	企图
sax	萨克斯管
sax	石板斧
sax	Simple
sax	API
sax	for
sax	XML
sax	XML简单API
woefully	悲伤地
woefully	悲伤
woefully	不幸地
woefully	不幸
woefully	使人痛苦的
woefully	使人痛苦
woefully	可悲的
woefully	可悲
tardigrade	缓慢的
tardigrade	缓慢
tardigrade	缓步类动物
tardigrade	节肢动物
afternooner	下午报
bewitchingly	迷人地
bewitchingly	迷人
predefine	预先确定
tyne	泰恩河
whaup	=curlew
springer	蹦跳的人
hereditable	可继承的
hereditable	可继承
hereditable	可遗传的
hereditable	可遗传
plaid	格子花呢披肩
plaid	格子花呢
trigamist	三重婚者
trigamist	结过三次婚者
tartrated	得自酒石的
tartrated	自酒石
tartrated	含酒石的
tartrated	含酒石
collyrium	洗眼剂
scud	迅速地移动或奔跑
scud	飞奔
scud	飞云
scud	小阵雨
scud	碎雨云
scud	风吹起的浪或水花
razzle	眼花缭乱
razzle	喧闹
razzle	旋转木马
umangite	红硒铜矿
jurisprudent	法理学家
jurisprudent	精通法律的
jurisprudent	精通法律
liveweight	活重
duckstone	水漂石
dysmenorrhea	月经困难
dysmenorrhea	痛经
cadelle	大谷盗幼虫
cadelle	大谷盗成虫
diuretic	利尿剂
diuretic	利尿的
diuretic	利尿
endure	耐久
endure	忍耐
mephitis	恶臭
mephitis	有害臭气
mephitis	毒气
idyllize	使田园化
idyllize	使成为牧歌
trench	沟渠
trench	堑壕
trench	管沟
trench	电缆沟
trench	战壕
trench	掘沟
trench	挖战壕
poussette	环舞
poussette	跳环舞
azul	警察
azul	警方
edifying	有教训意味的
edifying	有教训意味
edifying	教训性的
edifying	教训性
edifying	有益的
edifying	有益
monovalent	单价的
monovalent	单价
monovalent	仅能抵抗某种病菌的
monovalent	仅能抵抗某种病菌
homosexual	同性恋的
homosexual	同性恋
homosexual	同性恋
hyperadrenalism	肾上腺机能亢进
ccst	Chinese
ccst	Character
ccst	System
ccst	Teletext
ccst	中国图文电视广播规范
murderer	杀人犯
murderer	凶手
creditor	债权人
phoneticism	以音标表示
phoneticism	语音拼字法
chillily	冷漠地
chillily	冷漠
herpangina	疱疹性咽峡炎
conciliate	安慰
conciliate	赢得
conciliate	赢
conciliate	调和
interbedded	层间的
interbedded	层间
interbedded	夹层之间的
interbedded	夹层之间
magnetofluidmechanic	mA^`ni:tJ9flU:IdmI`KanIkEJ9flU:IdmI`kAnI/
magnetofluidmechanic	[用作单的
magnetofluidmechanic	[用作单
chrestomathy	诸家名文选集
chrestomathy	读本
tiltmeter	测量地面倾斜度之仪器
nubilous	多云的
nubilous	多云
precalculus	学习微积分前必修的
precalculus	学习微积分前必修
plp	Parliamentary
plp	Labour
plp	Party
plp	议会工党
prothoracic	前胸的
prothoracic	前胸
alluvia	alluvium
alluvia	的复数形式
dowager	继承亡夫爵位遗孀
dowager	贵妇
yike	争论
yike	争吵
yike	打架
mangrove	红树林
embrown	着褐色
embrown	使成淡黑
aural	听觉的
aural	听觉
graylag	灰色雁
piezoresistance	压电电阻
salesian	方济各·撒肋爵的信徒
salesian	教徒
underlit	照明不足的
underlit	照明不足
livraison	分册
ohioan	俄亥俄州的
ohioan	俄亥俄州
ohioan	俄亥俄州人
parricide	杀近亲
parricide	杀长辈
tacloban	塔克洛班
functionary	职员
functionary	官员
functionary	负责人员
functionary	机能的
functionary	机能
functionary	职务的
functionary	职务
functionary	作用的
functionary	作用
vetchling	连理草
paralysis	瘫痪
paralysis	麻痹
chemoimmunotherapy	化学免疫疗法
paul	保罗
subcuticular	表皮下的
subcuticular	表皮下
subcuticular	角质层下的
subcuticular	角质层下
rudiment	初步
middling	中等的
middling	中等
middling	中级品
immigrant	移来的
immigrant	移来
immigrant	移民的
immigrant	移民
immigrant	移居的
immigrant	移居
immigrant	移民
immigrant	侨民
uselessly	无益地
uselessly	无益
uselessly	无用地
uselessly	无用
rumpot	酒徒
rumpot	醉汉
dementi	正式否认
astern	在船尾
astern	向船尾
palisander	黑黄檀
restock	重新进货
restock	再储存
enmity	敌意
enmity	憎恨
scuzzy	肮脏的
scuzzy	肮脏
scuzzy	邋遢的
scuzzy	邋遢
scuzzy	阴暗的
scuzzy	阴暗
pollyanna	盲目乐观的人
hydropical	=dropsical
diaphanous	透明的
diaphanous	透明
diaphanous	精致的
diaphanous	精致
soutar	=souter
reptilarium	=reptiliary
cultivated	耕耘的
cultivated	耕耘
cultivated	有教养的
cultivated	有教养
cultivated	栽植的
cultivated	栽植
kyrie	=Kyrie
kyrie	eleison
overdose	配药量过多
overdose	配药过量
overdose	使服药过量
molilalia	=mogilalia
semistarved	半饥饿的
semistarved	半饥饿
compactly	细密地
compactly	细密
compactly	简洁地
compactly	简洁
tetraparesis	四肢轻瘫
narrater	讲故事者
narrater	叙述者
histochemistry	组织化学
undeniable	不可否认的
undeniable	不可否认
rockbird	岩鸟
detached	分开的
detached	分开
detached	分离的
detached	分离
acosmist	无宇宙论者
indigent	贫乏的
indigent	贫乏
indigent	穷困的
indigent	穷困
churchgoer	经常去做礼拜的人
aureate	金色的
aureate	金色
aureate	灿烂的
aureate	灿烂
aureate	镀金的
aureate	镀金
total	总数
total	合计
total	总的
total	总
total	全部的
total	全部
total	整个的
total	整个
total	合计
total	总数达
total	达到
severally	各自地
severally	各自
severally	各别地
severally	各别
offenbach	奥芬巴赫
counterreaction	逆反应
schnozzle	鼻子
mudfat	肥壮的
mudfat	肥壮
martemper	使等温淬火
martemper	使分级淬火
prognoses	预测
prognoses	预后
tinkly	叮当响的
tinkly	叮当响
preappoint	预先约定
preappoint	预先指定
planish	打平
planish	压平
planish	精轧
depressed	沮丧的
depressed	沮丧
depressed	降低的
depressed	降低
blob	一滴
blob	水滴
blob	斑点
blob	溅污
periwinkle	长春花属的植物
periwinkle	玉黍螺
uh	upper
uh	half
uh	上半部分
promine	促生长素
egalitarian	平等主义的
egalitarian	平等主义
egalitarian	平等主义
montane	山区的
montane	山区
dubitable	怀疑的
dubitable	怀疑
dubitable	可疑的
dubitable	可疑
ammino	氨络的
ammino	氨络
hardie	=hardy
scavenge	打扫
scavenge	以为食
scavenge	从废物中提取
anteflexion	前屈
terminative	终结的
terminative	终结
terminative	结束的
terminative	结束
terminative	限定的
terminative	限定
terminative	结尾的
terminative	结尾
subgum	素什锦的
subgum	素什锦
diplomatese	外交语言
diplomatese	外交辞令
emotively	使感动地
emotively	使感动
emotively	动情地
emotively	动情
lactoprotein	乳蛋白质
bimana	两手类
premix	预混合料
premix	预拌和料
hopefully	有希望地
hopefully	有希望
hopefully	有前途地
hopefully	有前途
asiadollar	亚洲美元
repatriate	遣返
carcinology	蟹学
popularity	普及
popularity	流行
popularity	声望
cajolery	甜言蜜语
cajolery	诱骗
cajolery	谄媚
fourth	第四个
deltawinged	有三角翼的
deltawinged	有三角翼
disremembrance	忘记
clubman	交谊性俱乐部的会员
clubman	花花公子
illiquid	非现金的
illiquid	非现金
illiquid	无流动资金的
illiquid	无流动资金
zip	一种压缩的文件格式
zip	拉链
zip	拉开或拉上
akvavit	=aquavit
lambrequin	装饰用的垂纬
lambrequin	钢盔头巾
batrachia	蛙类
berserk	狂暴的
berserk	狂暴
organza	透明硬纱
defiant	挑战的
defiant	挑战
defiant	挑衅的
defiant	挑衅
defiant	目中无人的
defiant	目中无人
airiness	通风
airiness	空虚
zygospore	接合子
zygospore	接合孢子
bizzard	大风雪
odontoblast	成牙质细胞
papillate	乳突的
papillate	乳突
papillate	乳头状突起的
papillate	乳头状突起
gammasonde	γ探空仪
replication	复制
fuze	引信
fuze	保险丝
fuze	导火管
sourcebook	原始资料
sourcebook	资料读物
panasonic	日本松下公司
anglican	英国国教徒
anglican	英国国教的
anglican	英国国教
vervain	马鞭草属的植物
vervain	马鞭草
ponder	沉思
ponder	考虑
ringlead	当……的头目
antiscience	科学无用论
antiscience	反对科学的
antiscience	反对科学
bardian	吟游诗人
bardian	个性的
bardian	个性
evangelic	福音的
evangelic	福音
evangelic	福音传道的
evangelic	福音传道
gossypose	棉子糖
gossypose	密三糖
karoo	南非洲的干燥台地高原
elint	电子侦察所得的情报
elint	电子情报
shizuoka	静冈
patency	明显
unimer	单聚体
gavot	加伏特舞
gavot	加伏特舞曲
hoar	灰白的
hoar	灰白
omnifaceted	全面的
omnifaceted	全面
omnifaceted	各方面的
omnifaceted	各方面
assimilative	同化的
assimilative	同化
assimilative	同化力的
assimilative	同化力
pictographic	象形文字的
pictographic	象形文字
colporrhaphy	阴道缝术
ternate	三个的
ternate	三个
ternate	三个一套的
ternate	三个一套
ternate	三出的
ternate	三出
unexpired	未到期的
unexpired	未到期
unexpired	未终止的
unexpired	未终止
tripeman	牛肚商贩
valency	价
valency	化合价
distillate	精华
distillate	蒸馏物
uterectomy	子宫切除术
infallibilism	教皇绝对可靠主义
infallibilism	教皇绝无谬误主义
satyr	半人半兽的森林之神
satyr	好色之徒
satyr	性欲极强的男人
alternation	交替
alternation	轮流
alternation	间隔
rallyingly	嘲笑地
rallyingly	嘲笑
rallyingly	挖苦地
rallyingly	挖苦
substernal	胸骨下的
substernal	胸骨下
derris	鱼藤
derris	一种杀虫剂
snapper	咬人的狗
snapper	暴燥的人
snapper	揿钮
snapper	甲鱼
bromouracil	溴尿嘧啶
matripotestal	母权的
matripotestal	母权
matripotestal	以女族长为权威的
matripotestal	以女族长为权威
toxoplasma	弓形体
toxoplasma	弓浆虫
aeromedicine	航空医学
dia	Defense
dia	Intelligence
dia	Agency国防情报局
afroism	对于非洲黑人文化的兴趣
accretion	增长
casualize	将转为临时工
hypnogenetic	催眠的
hypnogenetic	催眠
palatogram	口盖图
biramose	具二枝的
biramose	具二枝
biramose	二枝的
biramose	二枝
lustration	清净
lustration	洁净
icenian	爱西尼人
eudiometric	量气管的
eudiometric	量气管
eudiometric	空气纯度测定管的
eudiometric	空气纯度测定管
cyathiform	杯形的
cyathiform	杯形
cyathiform	杯状的
cyathiform	杯状
aiguillette	肩带
injurant	有害物
emerge	显现
emerge	浮现
emerge	暴露
emerge	形成
emerge	显现出来
uproar	喧嚣
uproar	骚动
carcase	架子
depth	深
depth	深度
depth	深奥
depth	深刻
teg	二岁羊
teg	二岁雌鹿
dequeue	出列
ryukyu	琉球群岛
achech	有鸟翼的狮身怪物
apophatic	用否定方法所得的
apophatic	用否定方法所
cryptaesthesia	=cryptesthesia
dexterously	巧妙地
dexterously	巧妙
dexterously	敏捷地
dexterously	敏捷
traumatologist	创伤学专家
trichopathy	毛发病
trichopathy	毛发病疗法
macroscopic	肉眼可见的
macroscopic	肉眼可见
macroscopic	巨观的
macroscopic	巨观
benchmark'	NULL)
sadly	悲痛地
sadly	悲痛
sadly	悲哀地
sadly	悲哀
calescent	变热的
calescent	变热
calescent	增温的
calescent	增温
dichroitic	二色性的
dichroitic	二色性
dichroitic	二色的
dichroitic	二色
subapical	接近顶点的
subapical	接近顶点
subapical	位于顶点下的
subapical	位于顶点下
nonfeeding	不进食的
nonfeeding	不进食
seconder	后援者
seconder	附议者
jaunty	感到自信和自满的
jaunty	感到自信和自满
jaunty	洋洋得意的
jaunty	洋洋得意
diestrum	=dioestrum
xenium	赠与宾客的礼物
prefigure	预示
twicer	一事作两遍的人
twicer	兼做两件事者
meningococcus	脑膜炎球菌
astromancer	星卜术
causey	堤道
causey	人行道
byre	牛栏
bookkeeper	簿记员
aquakinetics	婴幼儿深水漂浮训练法
fasti	岁时纪
fasti	年表
photocompose	照相排
pallette	调色板
lithotome	膀胱石刀
turkmenistan	土库曼斯坦
bouquetin	北山羊
bouquetin	羱羊
fungin	菌纤维素
snowmelt	融雪水
battels	学生膳宿杂费帐目
battels	校内各学杂费用
atherogenesis	动脉粥样化形成
strategics	兵法
opencut	=opencast
meetinghouse	教会
meetinghouse	礼拜堂
malignant	恶性的
malignant	恶性
circumnavigate	环航
nudibranch	裸鳃亚目动物
recto	书籍的右页
recto	纸张的正面
hunkey	=hunky
conduit	管道
conduit	导管
conduit	沟渠
conduit	泉水
conduit	喷泉
fibrefill	纤维填充物
deplethoric	贫血的
deplethoric	贫血
deplethoric	体液缺乏的
deplethoric	体液缺乏
borneo	婆罗洲
draft	草稿
draft	草案
draft	草图
draft	起草
draft	为……打样
draft	设计
draft	草拟
slipway	滑台
slipway	船台
slipway	下水滑道
isoperimeter	等周图形
tribasic	三盐基的
tribasic	三盐基
isapi	Internet
isapi	Server
isapi	Application
isapi	Program
isapi	Interface
isapi	Internet服务器应用程序接口
slatternly	不自检点的
slatternly	不自检点
slatternly	自甘堕落的
slatternly	自甘堕落
puzzling	使迷惑的
puzzling	使迷惑
puzzling	使莫明其妙的
puzzling	使莫明其妙
hodographic	矢端曲线的
hodographic	矢端曲线
fellow	人
fellow	家伙
fellow	伙伴
fellow	学会特别会员
fellow	朋友
fellow	同事
fellow	同伴的
fellow	同伴
fellow	同事的
fellow	同事
fellow	同道的
fellow	同道
roxburgh	罗克斯巴勒郡
outbid	出高于……的价钱
gorgio	非吉卜赛人
inorganization	无组织
inorganization	缺乏组织
nice	美好的
nice	美好
nice	和蔼的
nice	和蔼
nice	正派的
nice	正派
nice	细微的
nice	细微
nice	挑剔的
nice	挑剔
nice	精密的
nice	精密
nice	拘泥的
nice	拘泥
uss	United
uss	States
uss	Ship
uss	美国军舰
monostomous	具单口的
monostomous	具单口
monostomous	具单盘的
monostomous	具单盘
recorder	记录员
recorder	录音
recorder	宏录制器
recorder	记录器
curvy	弯曲的
curvy	弯曲
curvy	曲线美的
curvy	曲线美
milliroentgen	毫伦琴
duettist	二重奏者
shmegegge	=schmegeggy
cockcrow	黎明
cockcrow	破晓
assizes	巡回审判
girder	梁
girder	钢桁的支架
featheredged	薄边的
featheredged	薄边
endocranium	硬脑膜
endocranium	颅内骨膜
angiosarcoma	血管肉瘤
chattily	饶舌地
chattily	饶舌
chattily	爱讲闲话地
chattily	爱讲闲话
hollyhock	蜀葵
caddoan	喀多语
barbotine	装饰用料浆
cardsharper	以诈赌纸牌为生者
restrainedly	有限制地
restrainedly	有限制
restrainedly	谨慎地
restrainedly	谨慎
efface	抹掉
signorina	小姐
signorina	未婚女子
lifeline	救生索
lifeline	生命线
lifeline	重要的交通线
margarin	人造奶油
tsouris	烦恼
tsouris	麻烦事
superalloy	超耐热合金
silicomanganese	硅锰
eternally	永恒地
eternally	永恒
eternally	常常
errhine	催嚏药
errhine	引涕药
errhine	催嚏的
errhine	催嚏
peculiar	奇特的
peculiar	奇特
peculiar	罕见的
peculiar	罕见
peculiar	特殊的
peculiar	特殊
peculiar	特有财产
peculiar	特权
desirably	愿望地
desirably	愿望
matriculate	被录取入学
matriculate	被录取者
newshen	女性新闻记者
intitule	以……为标题
intitule	称为
elmer	埃尔默
affliction	痛苦
affliction	苦恼
nimonic	尼孟合金
atmospherically	由大气压所致地
atmospherically	由大气压所致
atmospherically	气压所致地
atmospherically	气压所致
atmospherically	气压上
ethnomusicological	/
ethnomusicological	人种ist//
ethnomusicological	人种音乐学/y/`eWnEJ9mjU:zI`zIkE`lCdVIkLl/ad音乐学地
ethnomusicological	人种音乐学/y/`eWnEJ9mjU:zI`zIkE`lCdVIkLl/ad音乐学
stridulation	鸣声
stridulation	磨擦声
stridulation	尖锐的声音
make	制造
make	安排
make	使成为
make	认为
make	产生
make	获得
make	获
make	进行
make	构成
make	开始
make	前进
make	增大
make	被制造
make	被处理
make	制造
make	构造
make	性情
ninette	尼内特
timetable	时间表
